pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
28213528	D016428:Journal Article					False	False	False
28215167	D016428:Journal Article; D016454:Review					False	False	False
28232179	D016428:Journal Article; D016454:Review	G0301081	MRC_	United Kingdom	Medical Research Council	False	True	False
28235838	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
28250331	D016428:Journal Article; D016454:Review					False	False	False
28252003	D016428:Journal Article; D016454:Review					False	False	False
28252412	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
28255477	D002363:Case Reports					False	False	False
28265897	D016428:Journal Article; D016454:Review					False	False	False
28268642	D016428:Journal Article					False	False	False
28271037	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	P30 DK020541	DK	United States	NIDDK NIH HHS	True	True	False
28271702	D016428:Journal Article; D016454:Review					False	False	False
28273839	D016428:Journal Article; D016454:Review					False	False	False
28283540	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D052061:Research Support, N.I.H., Extramural	P40 OD010440	OD	United States	NIH HHS	True	True	False
28287297	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28287480	D016428:Journal Article; D016454:Review	R01 DK062813	DK	United States	NIDDK NIH HHS	True	False	False
28318633	D016428:Journal Article; D016454:Review					False	False	False
28323260	D016428:Journal Article; D016454:Review					False	False	False
28324125	D016428:Journal Article; D016454:Review					False	False	False
28325633	D016428:Journal Article; D016454:Review					False	False	False
28333314	D016428:Journal Article					False	False	False
28338026	D016428:Journal Article; D016420:Comment					False	False	False
2834889	D016428:Journal Article; D016454:Review					False	False	False
28352665	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 DK018243	DK	United States	NIDDK NIH HHS	True	False	False
28353145	D016428:Journal Article					False	False	False
28353318	D016428:Journal Article; D016454:Review					False	False	False
28363132	D016428:Journal Article					False	False	False
28365053	D016428:Journal Article; D016454:Review					False	False	False
28365915	D016428:Journal Article; D016454:Review					False	False	False
28376905	D016428:Journal Article					False	False	False
28381201	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28382480	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review	MR/J002771/1	MRC_	United Kingdom	Medical Research Council	False	True	False
28383815	D016428:Journal Article; D016454:Review					False	False	False
28385199	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28387837	D016428:Journal Article; D016454:Review	CC999999	ImCDC	United States	Intramural CDC HHS	True	False	False
28389060	D002363:Case Reports; D016428:Journal Article					False	False	False
28390791	D016428:Journal Article; D016454:Review					False	False	False
2839259	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
28392653	D002363:Case Reports					False	False	False
2839823	D016428:Journal Article; D016454:Review					False	False	False
28402827	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
28407774	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28408430	D016428:Journal Article; D016454:Review					False	False	False
28413671	D016428:Journal Article					False	False	False
28419752	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D013487:Research Support, U.S. Gov't, P.H.S.					True	False	False
28420327	D016428:Journal Article					False	False	False
28421167	D016428:Journal Article; D016454:Review					False	False	False
28430010	D016428:Journal Article					False	False	False
28440899	D016428:Journal Article	U54 HD083091	HD	United States	NICHD NIH HHS	True	False	False
28444418	D016428:Journal Article; D016454:Review					False	False	False
28447181	D016428:Journal Article					False	False	False
28454610	D016428:Journal Article					False	False	False
28474616	D016428:Journal Article; D016454:Review					False	False	False
28490714	D016428:Journal Article					False	False	False
28493174	D016428:Journal Article; D016454:Review					False	False	False
28493345	D016428:Journal Article					False	False	False
28504679	D016428:Journal Article	U19 MH104172	MH	United States	NIMH NIH HHS	True	False	False
28511635	D016428:Journal Article; D016454:Review					False	False	False
28513461	D016428:Journal Article; D016454:Review					False	False	False
28513559	D016428:Journal Article					False	False	False
28513897	D016428:Journal Article; D016454:Review					False	False	False
28527919	D016428:Journal Article; D016454:Review	F32 DK100113	DK	United States	NIDDK NIH HHS	True	False	False
28528964	D016428:Journal Article; D016454:Review					False	False	False
28544285	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28549696	D016421:Editorial; D016420:Comment					False	False	False
28550454	D016428:Journal Article; D016454:Review					False	False	False
28550869	D016428:Journal Article; D016454:Review					False	False	False
28575585	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
28575733	D016428:Journal Article; D016454:Review	R01 DE013349	DE	United States	NIDCR NIH HHS	True	False	False
28577493	D016428:Journal Article					False	False	False
28583784	D002363:Case Reports; D016428:Journal Article					False	False	False
28588808	D002363:Case Reports					False	False	False
28590306	D016428:Journal Article; D016454:Review					False	False	False
28598915	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
28601475	D016428:Journal Article; D016454:Review					False	False	False
28607853	D016428:Journal Article					False	False	False
28617653	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
28619055	D016428:Journal Article					False	False	False
28622524	D016428:Journal Article; D016454:Review	P01 CA120964	CA	United States	NCI NIH HHS	True	False	False
28631068	D016428:Journal Article; D016454:Review					False	False	False
28639462	D016428:Journal Article; D016454:Review					False	False	False
28645177	D016428:Journal Article; D016454:Review					False	False	False
28647886	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't; D052061:Research Support, N.I.H., Extramural					True	True	False
28649137	D016428:Journal Article; D016420:Comment					False	False	False
28651957	D002363:Case Reports; D016428:Journal Article					False	False	False
28652219	D016428:Journal Article; D016454:Review					False	False	False
28654435	D016428:Journal Article; D016454:Review					False	False	False
28655018	D029282:Patient Education Handout					False	False	False
28656017	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural	R01 AI051486	AI	United States	NIAID NIH HHS	True	False	False
28657840	D016428:Journal Article; D016454:Review					False	False	False
28661307	D016428:Journal Article					False	False	False
2866573	D016428:Journal Article; D016454:Review					False	False	False
28669017	D016428:Journal Article					False	False	False
28669995	D016428:Journal Article; D016454:Review					False	False	False
28684374	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
28686751	D002363:Case Reports; D016428:Journal Article					False	False	False
28701227	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
28711073	D016428:Journal Article; D016454:Review					False	False	False
28716890	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
28726616	D016456:Historical Article; D016428:Journal Article					False	False	False
28730225	D016428:Journal Article					False	False	False
28734102	D016422:Letter; D016420:Comment					False	False	False
28738699	D016428:Journal Article					False	False	False
28742726	D002363:Case Reports; D016428:Journal Article					False	False	False
28751133	D016428:Journal Article					False	False	False
28752898	D016428:Journal Article; D016454:Review					False	False	False
28754299	D016456:Historical Article; D016428:Journal Article; D016454:Review					False	False	False
28764580	D016428:Journal Article					False	False	False
2877406	D016428:Journal Article; D016454:Review					False	False	False
28777203	D016428:Journal Article; D016454:Review	T32 DA007294	DA	United States	NIDA NIH HHS	True	False	False
28778640	D016428:Journal Article; D016454:Review					False	False	False
28780190	D016428:Journal Article; D016454:Review					False	False	False
28781798	D016428:Journal Article					False	False	False
28782275	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
28783408	D016428:Journal Article; D016454:Review					False	False	False
28785141	D016428:Journal Article; D016454:Review					False	False	False
28785207	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural					True	False	False
28799125	D016428:Journal Article; D016454:Review					False	False	False
28802875	D016428:Journal Article; D016454:Review					False	False	False
28813232	D016428:Journal Article; D016454:Review					False	False	False
28832903	D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review					False	True	False
28836659	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
28855288	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 NS023808	NS	United States	NINDS NIH HHS	True	False	False
28858313	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
28859315	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
28860458	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 NS036607	NS	United States	NINDS NIH HHS	True	True	False
28864829	D016428:Journal Article; D016454:Review					False	False	False
28875730	D016428:Journal Article; D016454:Review; D052061:Research Support, N.I.H., Extramural	P01 CA069246	CA	United States	NCI NIH HHS	True	False	False
28879414	D016428:Journal Article					False	False	False
28884600	D016428:Journal Article; D016454:Review					False	False	False
28891130	D016428:Journal Article; D016454:Review					False	False	False
28891132	D016428:Journal Article; D016454:Review					False	False	False
28891138	D016428:Journal Article; D016454:Review					False	False	False
28903606	D016428:Journal Article; D016454:Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
