pmid,query,search_type,page,LastAuthFirstName,LastAuthLastName,FirstAuthLastName,FirstAuthFirstName,gender_last_author,p_last_author_female,p_last_author_male,gender_first_author,p_first_author_female,p_first_author_male,firstauthor_percent_white,firstauthor_percent_black,firstauthor_percent_asian,firstauthor_percent_american_indian_alaskan_native,firstauthor_percent_multi_race,firstauthor_percent_hispanic,lastauthor_percent_white,lastauthor_percent_black,lastauthor_percent_asian,lastauthor_percent_american_indian_alaskan_native,lastauthor_percent_multi_race,lastauthor_percent_hispanic
34827413,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,1,Ole,Simon,Loehrer,Philipp Alexander,male,0.05,0.95,,,,96.68,(S),(S),0,0,2.21,69.94,20.95,1.98,0.65,1.83,4.66
34076832,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,1,Sudhakar,Tummala,Lehner,Michael,male,0.01,0.99,male,0.01,0.99,96.47,0.28,0.44,0.19,0.91,1.7,2.1,(S),94.54,0,2.94,(S)
34141810,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,1,Xiao-Li,Liu,Lou,Yue,male,0,1,female,0.6,0.4,13.6,(S),78.25,(S),3.15,3.11,1.83,0.15,95.46,0.04,2.06,0.46
34090521,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,1,Charlotte,Almasi,Christensen,Peter Broegger,female,0.97,0.03,,,,95.86,0.27,0.51,0.62,1.13,1.61,94.03,(S),(S),0,1.87,2.24
33630801,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,1,Flavio,Nobili,Massa,Federico,male,0.01,0.99,male,0.01,0.99,86.21,0.97,0.71,0.32,1.27,10.51,90.98,0,(S),0,(S),6.02
33555484,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Nalin,Malhotra,Nanda,Satyan,male,0.48,0.52,male,0,1,6.45,(S),86.45,(S),6.13,(S),5.01,0.31,87.49,0.41,5.89,0.88
34030742,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Tim,Hagenacker,Feldheim,Jonas,male,0.01,0.99,male,0.01,0.99,98.49,(S),0,0,0,(S),,,,,,
33328403,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Toshiaki,Hamano,Wada,Shinichi,male,0,1,male,0.01,0.99,10.83,2.62,78.28,0,5.86,2.4,6.81,(S),87.66,0,4.26,(S)
34006695,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Hiroshi,Mitoma,Mitoma,Hiroshi,male,0.01,0.99,male,0.01,0.99,,,,,,,,,,,,
33531379,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Christian,Vedeler,Herdlevær,Ida,male,0.01,0.99,female,0.97,0.03,,,,,,,,,,,,
33968470,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Deborah,Hall,Witek,Natalie,female,0.99,0.01,female,0.98,0.02,97.98,(S),0.34,(S),0.54,0.87,75.11,20.75,0.48,0.63,1.63,1.4
33583245,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Feng,Qiu,Wang,Kunyu,male,0.21,0.79,female,0.5,0.5,3.25,0.19,94.47,0.03,1.73,0.33,0.31,(S),98.45,(S),0.78,0.31
33490355,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Ovidiu Vasile,Bochis,Deac,Sandra,male,0,1,female,0.98,0.02,,,,,,,,,,,,
33477892,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Gülgün,Uncu,Ayas,Zeynep Özözen,,,,,,,,,,,,,,,,,,
33009713,Paraneoplastic Cerebellar Degeneration (PCD),pubdate_desc,2,Christian,Vedeler,Herdlevaer,Ida,male,0.01,0.99,female,0.97,0.03,,,,,,,,,,,,
19377018,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Jason,Caplan,Foster,Alison,male,0.01,0.99,female,0.98,0.02,72,23.19,0.46,0.86,1.78,1.7,96.36,(S),0.54,(S),1.3,1.38
29717222,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Mengzhao,Wang,Shen,Kaini,,,,female,0.78,0.22,4.36,(S),93.27,(S),1.54,0.44,3.25,0.19,94.47,0.03,1.73,0.33
33197844,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Avi,Gadoth,Schwartzmann,Yoel,male,0.11,0.89,male,0.04,0.96,,,,,,,,,,,,
33927880,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Tsunehiro,Oyama,So,Tetsuya,male,0,1,male,0,1,2.76,0.51,92.71,0.14,2.84,1.03,6.7,(S),80.27,(S),7.38,5.27
20714030,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Koji,Fujita,Yuasa,Tatsuhiko,male,0.01,0.99,male,0,1,4,0,87.43,0,5.71,2.86,6.04,0,84.45,0,7.4,2.11
33556762,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Kemi,Babagbemi,Chen,Christine,female,0.8,0.2,female,0.99,0.01,1.68,0.36,95.45,0.02,2,0.49,,,,,,
23088083,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Dinko,Tonković,Adam,Visnja Nesek,male,0.03,0.97,,,,78.89,10.65,2.6,0.43,2.97,4.46,,,,,,
15708228,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,M,Kurian,Farrugia,E,male,0.34,0.66,male,0.37,0.63,93.42,(S),(S),0,1.32,5.12,14.21,0.35,80.18,0.55,4.16,0.55
24377054,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Georgios,Gkekas,Markakis,Ioannis,male,0.01,0.99,male,0.01,0.99,90.35,0,0,0,3.51,6.14,,,,,,
28781798,Paraneoplastic Limbic Encephalitis (PLE),relevance,1,Nobuyuki,Hizawa,Tsunoda,Yoshiya,male,0,1,male,0,1,6.18,0,88.2,0,2.81,2.81,,,,,,
30909991,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Li,Zhang,Di,Mingyi,female,0.63,0.37,male,0.25,0.75,24.16,5.06,64.89,(S),(S),3.09,0.61,0.09,98.16,0.02,0.96,0.16
28413671,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Miroslawa,Puskulluoglu,Ochenduszko,Sebastian,female,0.97,0.03,male,0.01,0.99,,,,,,,,,,,,
31062226,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Sarah,Horman,Bordin-Wosk,Talya,female,0.98,0.02,female,0.95,0.05,,,,,,,91.04,6.57,(S),(S),1.31,0.46
23318046,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Rainer,Surges,Malter,Michael,male,0.01,0.99,male,0.01,0.99,88.16,8.55,(S),(S),1.32,1.32,92.43,3.67,(S),0,(S),2.75
25628742,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Rut,Porta,Sauri,Tamara,female,0.86,0.14,female,0.98,0.02,16.31,(S),(S),0,0,81.97,83.12,0.49,(S),(S),1.46,14.78
17495758,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Bradley,Boeve,Vernino,Steven,male,0.01,0.99,male,0.01,0.99,,,,,,,97.22,(S),1.23,0,1.23,(S)
2839259,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,J,Chelune,Camara,G,male,0.26,0.74,male,0.26,0.74,55.56,21.22,3.52,0.1,6.22,13.38,,,,,,
32110228,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Jasem Yousef,Al-Hashel,Ibrahim Ismail,Ismail,male,0.02,0.98,male,0.03,0.97,,,,,,,,,,,,
10869059,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,J,Dalmau,Gultekin,H,male,0.14,0.86,male,0.24,0.76,,,,,,,22.94,3.23,0,(S),(S),72.76
29901583,Paraneoplastic Limbic Encephalitis (PLE),relevance,2,Koichiro,Saito,Nagafuji,Hiroshi,male,0,1,male,0.01,0.99,,,,,,,8.32,(S),77.3,(S),5.49,7.49
33556762,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Kemi,Babagbemi,Chen,Christine,female,0.8,0.2,female,0.99,0.01,1.68,0.36,95.45,0.02,2,0.49,,,,,,
33927880,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Tsunehiro,Oyama,So,Tetsuya,male,0,1,male,0,1,2.76,0.51,92.71,0.14,2.84,1.03,6.7,(S),80.27,(S),7.38,5.27
33229837,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Nobuya,Fujita,Akiyama,Natsuki,male,0,1,female,0.8,0.2,7.28,(S),81.05,(S),8.89,2.57,6.04,0,84.45,0,7.4,2.11
33197844,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Avi,Gadoth,Schwartzmann,Yoel,male,0.11,0.89,male,0.04,0.96,,,,,,,,,,,,
32566334,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Bhavya,Narapureddy,Sohal,Raman,female,0.59,0.41,male,0.06,0.94,3.34,(S),91.52,0,4.63,(S),,,,,,
32110228,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Jasem Yousef,Al-Hashel,Ibrahim Ismail,Ismail,male,0.02,0.98,male,0.03,0.97,,,,,,,,,,,,
31783737,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Francesca,Plastino,Longo,Raffaele,female,0.99,0.01,male,0.01,0.99,94.27,0.7,0.33,0.09,1.34,3.28,94.74,0,0,(S),4.09,(S)
31510835,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Wanlong,Tan,Zhu,Lunfeng,male,0,1,male,0,1,0.73,(S),97.89,(S),1.12,0.14,3.93,0.26,91.3,0.14,3.22,1.15
31330415,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,D,Franciotta,Lapucci,C,male,0.23,0.77,male,0.33,0.67,,,,,,,,,,,,
31464894,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,1,Francesca,Capoccetti,Castagnoli,Helga,female,0.99,0.01,female,0.98,0.02,94.02,0,(S),0,(S),4.27,,,,,,
31062226,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Sarah,Horman,Bordin-Wosk,Talya,female,0.98,0.02,female,0.95,0.05,,,,,,,91.04,6.57,(S),(S),1.31,0.46
31320869,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Naoko,Sueoka-Aragane,Sadamatsu,Hironori,female,0.98,0.02,male,0,1,,,,,,,,,,,,
30909991,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Li,Zhang,Di,Mingyi,female,0.63,0.37,male,0.25,0.75,24.16,5.06,64.89,(S),(S),3.09,0.61,0.09,98.16,0.02,0.96,0.16
29269707,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Hiroyuki,Suzuki,Inoue,Takuya,male,0,1,male,0,1,4.55,(S),89.31,(S),4.98,0.87,5.5,(S),86.72,(S),5.58,2.01
29901583,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Koichiro,Saito,Nagafuji,Hiroshi,male,0,1,male,0.01,0.99,,,,,,,8.32,(S),77.3,(S),5.49,7.49
29717222,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Mengzhao,Wang,Shen,Kaini,,,,female,0.78,0.22,4.36,(S),93.27,(S),1.54,0.44,3.25,0.19,94.47,0.03,1.73,0.33
29489644,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Chiara,Carlomagno,Attademo,Laura,female,0.99,0.01,female,0.98,0.02,,,,,,,84.66,(S),0,0,(S),14.77
28781798,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Nobuyuki,Hizawa,Tsunoda,Yoshiya,male,0,1,male,0,1,6.18,0,88.2,0,2.81,2.81,,,,,,
28389060,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,M,Kuhlen,Kunstreich,M,female,0.6,0.4,female,0.6,0.4,,,,,,,,,,,,
28413671,Paraneoplastic Limbic Encephalitis (PLE),pubdate_desc,2,Miroslawa,Puskulluoglu,Ochenduszko,Sebastian,female,0.97,0.03,male,0.01,0.99,,,,,,,,,,,,
23316666,Parapsoriasis,relevance,1,Ilan,Goldberg,Goldberg,Ilan,male,0.22,0.78,male,0.22,0.78,96.49,0.5,0.53,0.07,0.95,1.46,96.49,0.5,0.53,0.07,0.95,1.46
17975354,Parapsoriasis,relevance,1,Ashok,Aggarwal,Sehgal,Virendra,male,0.01,0.99,male,0,1,8.7,(S),84.1,(S),6.52,(S),3.52,(S),91.56,(S),3.96,0.59
13484983,Parapsoriasis,relevance,1,T,INGRAM,INGRAM,T,male,0.14,0.86,male,0.39,0.61,63.69,32.14,0.31,0.54,1.76,1.56,63.69,32.14,0.31,0.54,1.76,1.56
15412926,Parapsoriasis,relevance,1,M,WARREN,WARREN,M,male,0.33,0.67,female,0.6,0.4,72.5,23.09,0.43,0.8,1.72,1.47,72.5,23.09,0.43,0.8,1.72,1.47
33605464,Parapsoriasis,relevance,1,Mariângela Esther Alencar,Marques,Xavier,José Cândido Caldeira,,,,,,,47.88,16.71,11.38,1.23,14.95,7.85,67.13,1.93,0.77,0.45,5.97,23.76
20083298,Parapsoriasis,relevance,1,Mauro,Alaibac,Bordignon,Matteo,male,0.01,0.99,male,0.01,0.99,,,,,,,,,,,,
790725,Parapsoriasis,relevance,1,C,Girard,Gagnon,S,male,0.33,0.67,male,0.32,0.68,96.02,0.21,0.52,0.75,1.23,1.27,93.25,1.93,0.62,0.37,1.65,2.18
30981292,Parapsoriasis,relevance,1,Jane,Grant-Kels,Muzumdar,Sonal,female,0.97,0.03,female,0.8,0.2,,,,,,,,,,,,
2193895,Parapsoriasis,relevance,1,L,Sánchez,Ross,S,male,0.14,0.86,male,0.32,0.68,71.46,23.67,0.46,0.89,1.69,1.82,,,,,,
34606647,Parapsoriasis,relevance,1,José Antonio,Sanches,de Castro E Souza,Bruno,male,0.03,0.97,male,0.01,0.99,,,,,,,9.2,0.58,0.8,0.28,0.97,88.17
7026622,Parapsoriasis,relevance,2,A,Everett,Lambert,C,female,0.6,0.4,male,0.33,0.67,85.71,9.34,0.46,1.16,1.39,1.94,71.64,23.31,0.39,0.63,1.6,2.43
30981291,Parapsoriasis,relevance,2,Jane,Grant-Kels,Muzumdar,Sonal,female,0.97,0.03,female,0.8,0.2,,,,,,,,,,,,
34406669,Parapsoriasis,relevance,2,Warren,Heymann,Heymann,Warren,male,0.01,0.99,male,0.01,0.99,92.02,0.96,(S),0,(S),6.33,92.02,0.96,(S),0,(S),6.33
17010734,Parapsoriasis,relevance,2,Erin,Warshaw,Bowers,Sacharitha,female,0.77,0.23,,,,85.34,10.94,0.38,0.5,1.34,1.5,96.9,0.73,0.64,0,0.73,1
14152956,Parapsoriasis,relevance,2,J,STEVENSON,STEVENSON,J,male,0.33,0.67,male,0.14,0.86,65.79,29.69,0.45,0.51,1.79,1.76,65.79,29.69,0.45,0.51,1.79,1.76
23356135,Parapsoriasis,relevance,2,A,Khaĭkova,Kozlovskaia,V,male,0.37,0.63,female,0.77,0.23,,,,,,,,,,,,
7379591,Parapsoriasis,relevance,2,M,Robinson,Sina,B,male,0.24,0.76,male,0.32,0.68,78.97,1.72,12.07,0,3.1,4.14,51.34,44.1,0.37,0.51,1.99,1.68
14830711,Parapsoriasis,relevance,2,E,LIPMAN-COHEN,MACKENNA,B,male,0.37,0.63,male,0.32,0.68,95.45,0,(S),(S),(S),3.03,,,,,,
19993649,Parapsoriasis,relevance,2,E,Wigley,Wigley,E,male,0.14,0.86,male,0.37,0.63,89.22,6.68,0.42,0.56,2.12,1.01,89.22,6.68,0.42,0.56,2.12,1.01
14222049,Parapsoriasis,relevance,2,O,CANIZARES,CANIZARES,O,male,0.29,0.71,male,0.29,0.71,10.52,(S),6.22,0,(S),82.62,10.52,(S),6.22,0,(S),82.62
35184341,Parapsoriasis,pubdate_desc,1,N,Kluger,Mäkilä,T,male,0.41,0.59,male,0.39,0.61,,,,,,,96.95,0,(S),0,(S),2.1
34197872,Parapsoriasis,pubdate_desc,1,Jong Bin,Park,Suh,Kee Suck,male,0.06,0.94,,,,2.19,0.5,95.05,(S),1.95,(S),30.06,0.82,66.3,0.2,1.77,0.85
33085287,Parapsoriasis,pubdate_desc,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
35426607,Parapsoriasis,pubdate_desc,1,Ellen,Kim,Chairatchaneeboon,Manasmon,female,0.98,0.02,,,,,,,,,,2.6,0.36,94.52,0.03,1.99,0.5
35015904,Parapsoriasis,pubdate_desc,1,N,Hieta,Palmén,J,male,0.41,0.59,male,0.14,0.86,,,,,,,,,,,,
35573524,Parapsoriasis,pubdate_desc,1,Vlad Mihai,Voiculescu,Banciu,Mădălina Laura,male,0.05,0.95,,,,,,,,,,,,,,,
35251325,Parapsoriasis,pubdate_desc,1,Elena Andrese,Porumb,Branisteanu,Daciana Elena,female,0.99,0.01,,,,,,,,,,,,,,,
34287852,Parapsoriasis,pubdate_desc,1,Dominique,Singer,Blohm,Martin Ernst,male,0.43,0.57,,,,96.38,0.59,(S),(S),1.32,1.08,91.65,2.17,0.6,2.64,1.23,1.71
35171884,Parapsoriasis,pubdate_desc,1,Jag,Bhawan,Brem,Candice,male,0.18,0.82,female,0.97,0.03,96.73,(S),(S),0,0.78,1.71,,,,,,
34751995,Parapsoriasis,pubdate_desc,1,T,Grieco,Sernicola,A,male,0.39,0.61,male,0.32,0.68,,,,,,,95.45,0.17,0.59,0.17,1.1,2.53
34687561,Parapsoriasis,pubdate_desc,2,Duaa,Helal,El-Guindy,Dina,female,0.97,0.03,female,0.97,0.03,,,,,,,62.65,(S),17.47,(S),16.27,3.01
34614220,Parapsoriasis,pubdate_desc,2,Kerri,Rieger,Raghavan,Shyam,female,0.95,0.05,male,0.02,0.98,2.87,(S),93.95,0,3.03,(S),96.72,0.17,0.52,0.21,1.08,1.29
34751445,Parapsoriasis,pubdate_desc,2,Dina Ahmed,El Sharkawy,Elbendary,Amira,female,0.97,0.03,female,0.97,0.03,,,,,,,,,,,,
34617317,Parapsoriasis,pubdate_desc,2,L,Naldi,Sechi,A,male,0.4,0.6,male,0.32,0.68,,,,,,,,,,,,
34592383,Parapsoriasis,pubdate_desc,2,William,Huang,Hrin,Matthew,male,0.01,0.99,male,0,1,97.44,(S),(S),0,0,(S),1.03,0.09,96.83,0.02,1.74,0.29
33950540,Parapsoriasis,pubdate_desc,2,Tadamichi,Shimizu,Torai,Ryotaro,male,0,1,male,0.01,0.99,,,,,,,6.09,(S),84.85,(S),6.28,2.48
35180060,Parapsoriasis,pubdate_desc,2,Nicole,Burkemper,Zimmer,Katelyn Anderson,female,0.98,0.02,,,,96.56,0.33,0.49,0.44,0.99,1.18,99.57,0,0,0,(S),(S)
34170558,Parapsoriasis,pubdate_desc,2,S,Ingen-Housz-Oro,Lupu,J,male,0.32,0.68,male,0.14,0.86,90.59,(S),(S),1.24,3.71,2.97,,,,,,
33934331,Parapsoriasis,pubdate_desc,2,Julio,Sartori-Valinotti,Lang,Margaret,male,0.02,0.98,female,0.99,0.01,84.16,9.9,2.34,0.56,1.41,1.63,,,,,,
33795555,Parapsoriasis,pubdate_desc,2,Israel,Andrews,Lowe,Erin,male,0.02,0.98,female,0.77,0.23,75.29,18.53,1.66,0.94,1.83,1.75,74.23,20.84,0.59,0.92,1.78,1.65
26866234,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
29689421,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,Leonardo,Fontenelle,Marazziti,Donatella,male,0.01,0.99,female,0.99,0.01,,,,,,,41.41,34.77,(S),12.11,5.86,(S)
25325534,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,,,Chang,Kiki,,,,female,0.59,0.41,2.28,0.94,90.13,0.02,3.69,2.94,,,,,,
24953744,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,D,Rigante,Esposito,S,male,0.23,0.77,male,0.32,0.68,94.61,0.29,0.24,0.1,1.07,3.7,,,,,,
25832830,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,Earl,Harley,Walls,Andrew,male,0.03,0.97,male,0.01,0.99,70.97,25,0.28,0.66,1.65,1.43,55.82,37.46,0.39,2.27,2.57,1.49
29675045,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,Adnan,Darr,Rajgor,Amarkumar Dhirajlal,male,0.03,0.97,,,,,,,,,,94.03,1.98,0.96,0.44,1.1,1.49
20807070,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,James,Leckman,Murphy,Tanya,male,0.01,0.99,female,0.98,0.02,85.05,11.03,0.43,0.65,1.29,1.54,93.64,0,(S),(S),0,(S)
19242249,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,Stanford,Shulman,Shulman,Stanford,male,0.03,0.97,male,0.03,0.97,96.95,(S),0.63,(S),1,0.85,96.95,(S),0.63,(S),1,0.85
30345135,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,Akihiko,Saitoh,Okumura,Rie,male,0.01,0.99,female,0.92,0.08,5.99,(S),83.59,(S),8.7,1.43,,,,,,
26746612,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,1,Earl,Harley,Walls,Andrew,male,0.03,0.97,male,0.01,0.99,70.97,25,0.28,0.66,1.65,1.43,55.82,37.46,0.39,2.27,2.57,1.49
27445678,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Simone,Macrì,Spinello,Chiara,male,0.25,0.75,female,0.99,0.01,96.8,(S),(S),0,1.14,1.37,,,,,,
24106651,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Davide,Martino,Macerollo,Antonella,male,0.01,0.99,female,0.99,0.01,,,,,,,90.37,2.55,0.4,0.08,1.19,5.42
29976948,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Giovanni,Laviola,Macrì,Simone,male,0.01,0.99,male,0.25,0.75,,,,,,,94.35,(S),(S),(S),(S),4.32
22972724,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Ran,Goldman,Tan,Jason,male,0.42,0.58,male,0.01,0.99,3.93,0.26,91.3,0.14,3.22,1.15,92.77,4.17,0.46,0.22,1.13,1.25
25151976,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Fernanda,Falcini,Stagi,Stefano,female,0.98,0.02,male,0.01,0.99,83.78,0,(S),0,(S),13.51,,,,,,
21868033,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Wayne,Goodman,Murphy,Tanya,male,0.02,0.98,female,0.98,0.02,85.05,11.03,0.43,0.65,1.29,1.54,80.66,15.12,0.43,0.97,1.25,1.58
15729452,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Harvey,Singer,Singer,Harvey,male,0.02,0.98,male,0.02,0.98,91.65,2.17,0.6,2.64,1.23,1.71,91.65,2.17,0.6,2.64,1.23,1.71
25280028,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,S,Cocuzza,Pavone,P,male,0.32,0.68,male,0.24,0.76,95.32,0.32,0.82,0,1.41,2.13,95.81,(S),(S),0,1.33,2.1
16970875,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Rosario,Trifiletti,Pavone,Piero,male,0.31,0.69,male,0.01,0.99,95.32,0.32,0.82,0,1.41,2.13,95.71,(S),(S),(S),1.71,1.71
26988046,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),relevance,2,Michael,Watson,Jacob,Kristin,male,0.01,0.99,female,0.93,0.07,67.58,10.05,15.67,1.03,2.55,3.11,68.58,26.85,0.47,0.8,1.72,1.58
35013105,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Miriam,Schiele,Endres,Dominique,female,0.98,0.02,male,0.43,0.57,96.62,0.18,0.37,0.31,1.08,1.45,89.53,7.51,(S),(S),0.48,1.84
34650513,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Alberto,Spalice,Rea,Isabella,male,0.01,0.99,female,0.98,0.02,78.52,1.05,1.13,0.42,1.23,17.65,,,,,,
34133837,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Luc,Mallet,Lamothe,Hugues,male,0.03,0.97,male,0.02,0.98,74.19,19.81,0.47,0.41,2.69,2.43,68,27.86,0.49,0,1.42,2.22
32955635,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Dmytro,Butov,Singh,Rhea,male,0.01,0.99,female,0.99,0.01,3.51,3.09,74.44,1.01,15.3,2.65,,,,,,
33706120,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Earl,Harley,Prasad,Navin,male,0.03,0.97,male,0.02,0.98,3.24,1.01,77.08,0.69,16.48,1.5,55.82,37.46,0.39,2.27,2.57,1.49
34179722,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Natkunam,Ketheesan,Rafeek,Rukshan,,,,male,0,1,,,,,,,,,,,,
33624254,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Jeffrey,Meyer,Meyer,Jeffrey,male,0.01,0.99,male,0.01,0.99,96.07,0.45,0.57,0.24,1.13,1.55,96.07,0.45,0.57,0.24,1.13,1.55
32539528,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Christopher,Pittenger,Xu,Jian,male,0.01,0.99,male,0.1,0.9,0.43,(S),98.47,(S),0.79,0.28,97.17,0.33,0.4,0.18,1.18,0.74
30818033,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Margarita,Moreno,Mora,Santiago,female,0.98,0.02,male,0.02,0.98,8.64,0.42,1.05,0.36,0.4,89.12,7.05,0.37,0.64,0.48,0.49,90.97
32098238,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,1,Hanna,Karakuła-Juchnowicz,Baj,Jacek,female,0.95,0.05,male,0.01,0.99,86.85,(S),3.19,(S),5.18,1.99,,,,,,
32377124,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,2,Yasemin,Kırık,Kırık,Serkan,female,0.97,0.03,male,0.03,0.97,97.07,0,(S),0,(S),(S),97.07,0,(S),0,(S),(S)
31632938,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,2,Alberto,Spalice,Murciano,Manuel,male,0.01,0.99,male,0.01,0.99,,,,,,,,,,,,
31140830,Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus (PANDAS),pubdate_desc,2,Fernanda,Falcini,Lepri,Gemma,female,0.98,0.02,female,0.98,0.02,97.89,(S),0,0,0,(S),,,,,,
